year,wage_annual_2024d,mortgage_rate,auto_rate,student_rate,pay_house,pay_degree,pay_car,pay_health,pay_total,share_house,share_degree,share_car,share_health,share_total,hours_house,hours_degree,hours_car,hours_health,hours_total
1980,38717.654320987655,0.13742115384615383,0.14300000000000002,0.08,29320.950883393987,1881.523882627453,5209.549654688434,862.9709006794606,37274.99532138933,0.7573018406618708,0.04859601945481332,0.13455230555804867,0.022288821877612313,0.962738987552345,1514.6036813237415,97.19203890962665,269.1046111160974,44.57764375522463,1925.47797510469
2024,50610.41936256889,0.06721153846153846,0.084925,0.0653,29051.49899220788,21324.051037632365,8528.620325748772,6500.0,65404.17035558902,0.5740220958076898,0.42133717337666404,0.16851510880892798,0.1284320517764244,1.2923064297697062,1148.0441916153795,842.6743467533281,337.03021761785595,256.8641035528488,2584.6128595394125
