year,category,series_id,cpi,component_growth_1983,relative_index
2009,College tuition,CUUR0000SEEB01,606.67375,6.083467034344447,2.8242835344052866
2009,Food,CUUR0000SAF1,217.95508333333336,2.1925232626372706,1.0178911654338048
2009,Household Energy,CUUR0000SAH21,188.11341666666667,1.8725516383243468,0.8693425524599717
2009,Medical care,CUUR0000SAM,375.61325000000005,3.7340394333526645,1.7335486539008442
2009,New vehicles,CUUR0000SETA01,135.62341666666666,1.3579315811430954,0.6304273178139542
2009,Shelter,CUUR0000SAH1,249.35425,2.5153421318090117,1.167761627729378
2010,All items,CUUR0000SA0,218.05550000000002,2.189312248995984,1.0
2010,Apparel,CUUR0000SAA,119.50308333333334,1.1927447392497714,0.5448033919313076
2010,College tuition,CUUR0000SEEB01,638.1879166666666,6.399477730425335,2.9230539103593505
2010,Food,CUUR0000SAF1,219.62508333333335,2.2093226590661414,1.0091400439016107
2010,Household Energy,CUUR0000SAH21,189.28575,1.8842214848610537,0.8606453856571421
2010,Medical care,CUUR0000SAM,388.4356666666667,3.861509402700688,1.7638002091622937
2010,New vehicles,CUUR0000SETA01,138.0055,1.3817822277847311,0.6311489959545126
2010,Shelter,CUUR0000SAH1,248.39616666666666,2.50567753866846,1.1445044167717788
2011,All items,CUUR0000SA0,224.93916666666667,2.2584253681392235,1.0
2011,Apparel,CUUR0000SAA,122.11066666666666,1.2187706895117691,0.5396550652970864
2011,College tuition,CUUR0000SEEB01,670.2505833333333,6.7209885518509225,2.97596221095786
2011,Food,CUUR0000SAF1,227.8415,2.2919758571548323,1.0148556996786005
2011,Household Energy,CUUR0000SAH21,193.64841666666666,1.9276491082538367,0.8535367763080336
2011,Medical care,CUUR0000SAM,400.2575,3.979032391682545,1.7618613604933846
2011,New vehicles,CUUR0000SETA01,141.88341666666668,1.4206099290780143,0.629026732129073
2011,Shelter,CUUR0000SAH1,251.64575,2.538457464694015,1.1239943991532106
2012,All items,CUUR0000SA0,229.59391666666667,2.3051598058902276,1.0
2012,Apparel,CUUR0000SAA,126.26458333333333,1.2602303917491475,0.5466997943174965
2012,College tuition,CUUR0000SEEB01,702.7576666666668,7.046955795103201,3.0570356888475
2012,Food,CUUR0000SAF1,233.77733333333333,2.3516874842820017,1.0201841444019997
2012,Household Energy,CUUR0000SAH21,189.30791666666667,1.8844421401907923,0.8174887204677079
2012,Medical care,CUUR0000SAM,414.9239166666666,4.124833899428382,1.789391732793734
2012,New vehicles,CUUR0000SETA01,144.23208333333332,1.4441259908218604,0.626475434428354
2012,Shelter,CUUR0000SAH1,257.0835,2.593310356422327,1.1250024183988487
2013,All items,CUUR0000SA0,232.95708333333334,2.3389265394912986,1.0
2013,Apparel,CUUR0000SAA,127.41133333333333,1.2716759544206937,0.5437006818937011
2013,College tuition,CUUR0000SEEB01,732.4396666666667,7.344594300994401,3.1401560403824407
2013,Food,CUUR0000SAF1,237.03691666666668,2.3844773241679937,1.0194750813707052
2013,Household Energy,CUUR0000SAH21,193.84008333333335,1.9295570302778933,0.8249754738759599
2013,Medical care,CUUR0000SAM,425.13449999999995,4.226339159970176,1.8069567763720265
2013,New vehicles,CUUR0000SETA01,145.78333333333333,1.4596579057154777,0.6240717188291617
2013,Shelter,CUUR0000SAH1,263.05575,2.6535549764626767,1.1345183064363398
2014,All items,CUUR0000SA0,236.73616666666666,2.3768691432396247,1.0
2014,Apparel,CUUR0000SAA,127.51425,1.2727031522914416,0.5354536053914911
2014,College tuition,CUUR0000SEEB01,759.4948333333333,7.615892036433524,3.204169677617682
2014,Food,CUUR0000SAF1,242.7245,2.4416916757481766,1.0272722344403866
2014,Household Energy,CUUR0000SAH21,202.19224999999997,2.0126976358357527,0.8467852096781762
2014,Medical care,CUUR0000SAM,435.29224999999997,4.3273191947643115,1.8205963113586736
2014,New vehicles,CUUR0000SETA01,146.27483333333333,1.4645790571547768,0.6161799278350616
2014,Shelter,CUUR0000SAH1,270.513,2.7287794216543375,1.1480562274181683
2015,All items,CUUR0000SA0,237.01700000000002,2.3796887550200805,1.0
2015,Apparel,CUUR0000SAA,125.90249999999999,1.256616485070282,0.5280591768227598
2015,College tuition,CUUR0000SEEB01,785.84975,7.880167961895211,3.311427994636515
2015,Food,CUUR0000SAF1,247.23483333333334,2.4870634587978873,1.0451213225054303
2015,Household Energy,CUUR0000SAH21,194.66691666666668,1.9377876399834095,0.81430297802414
2015,Medical care,CUUR0000SAM,446.7520833333333,4.441243476099744,1.8663127548637204
2015,New vehicles,CUUR0000SETA01,147.135,1.473191489361702,0.6190689796108528
2015,Shelter,CUUR0000SAH1,278.80266666666665,2.8124008069939475,1.1818355661264683
2016,All items,CUUR0000SA0,240.00716666666665,2.409710508701472,1.0
2016,Apparel,CUUR0000SAA,126.04533333333332,1.2580420860018298,0.5220718760444609
2016,College tuition,CUUR0000SEEB01,807.0004166666666,8.092257875825185,3.358186739280099
2016,Food,CUUR0000SAF1,247.93125,2.4940690753625616,1.0350077597937473
2016,Household Energy,CUUR0000SAH21,191.04958333333335,1.9017793446702616,0.7892148612054977
2016,Medical care,CUUR0000SAM,463.6746666666667,4.609473945820563,1.9128745669555485
2016,New vehicles,CUUR0000SETA01,147.3575,1.4754192740926158,0.612280715365963
2016,Shelter,CUUR0000SAH1,288.23,2.9074983187626096,1.2065757725932738
2017,All items,CUUR0000SA0,245.11958333333334,2.461039993306559,1.0
2017,Apparel,CUUR0000SAA,125.61200000000001,1.2537170423355237,0.5094257085400216
2017,College tuition,CUUR0000SEEB01,823.12925,8.253990975181749,3.3538630000449534
2017,Food,CUUR0000SAF1,250.06491666666668,2.5155327353508254,1.0221421603031537
2017,Household Energy,CUUR0000SAH21,198.30783333333332,1.9740306926586477,0.802112398834452
2017,Medical care,CUUR0000SAM,475.32183333333336,4.725260541794384,1.9200259055708009
2017,New vehicles,CUUR0000SETA01,146.99224999999998,1.4717622027534416,0.5980244964552722
2017,Shelter,CUUR0000SAH1,297.80325,3.0040677538668463,1.2206497098938631
2018,All items,CUUR0000SA0,251.10683333333336,2.5211529451137884,1.0
2018,Apparel,CUUR0000SAA,125.65441666666668,1.2541403975713217,0.49744716995529914
2018,College tuition,CUUR0000SEEB01,841.3318333333333,8.436518759923121,3.3462939153587734
2018,Food,CUUR0000SAF1,253.55816666666666,2.5506731494676833,1.0117090097255335
2018,Household Energy,CUUR0000SAH21,200.82608333333334,1.9990982994608049,0.792930196216469
2018,Medical care,CUUR0000SAM,484.70700000000005,4.818560185568719,1.9112526254733986
2018,New vehicles,CUUR0000SETA01,146.28666666666666,1.464697538589904,0.5809633808328106
2018,Shelter,CUUR0000SAH1,307.66275,3.103524714189644,1.2309942243704581
2019,All items,CUUR0000SA0,255.65741666666668,2.566841532797858,1.0
2019,Apparel,CUUR0000SAA,124.05166666666666,1.2381435581801548,0.4823607310228372
2019,College tuition,CUUR0000SEEB01,865.3539999999999,8.67740285785911,3.3805759907588606
2019,Food,CUUR0000SAF1,258.3161666666667,2.598536340011736,1.012347784936817
2019,Household Energy,CUUR0000SAH21,200.04233333333332,1.9912965574450434,0.77577697415334
2019,Medical care,CUUR0000SAM,498.41333333333336,4.95481733079281,1.930316798868397
2019,New vehicles,CUUR0000SETA01,146.834,1.4701777221526908,0.5727574933502797
2019,Shelter,CUUR0000SAH1,318.0534166666667,3.208339778076665,1.2499173544926918
2020,All items,CUUR0000SA0,258.8111666666667,2.598505689424364,1.0
2020,Apparel,CUUR0000SAA,118.07866666666666,1.1785278216751227,0.45354059699449684
2020,College tuition,CUUR0000SEEB01,877.2625833333333,8.796817080304168,3.3853368557576218
2020,Food,CUUR0000SAF1,267.21933333333334,2.6880979126498445,1.0344783633109256
2020,Household Energy,CUUR0000SAH21,199.48758333333333,1.9857743674823725,0.7641985836568527
2020,Medical care,CUUR0000SAM,518.8755,5.158235440311491,1.9850776010631606
2020,New vehicles,CUUR0000SETA01,147.60025,1.4778498122653316,0.5687306432616329
2020,Shelter,CUUR0000SAH1,325.88550000000004,3.2873453261600543,1.265090678669357
