year,age_group,wage_annual_2024d,hourly_2024d,time_years_total,time_hours_total,total_cost_2024d,cost_2024d_education,cost_2024d_health,cost_2024d_housing,cost_2024d_transport,time_years_education,time_years_health,time_years_housing,time_years_transport,time_hours_education,time_hours_health,time_hours_housing,time_hours_transport
1998,35 to 44 Years,50245.27875793931,25.122639378969655,0.9869525120242073,1973.9050240484146,49589.704087504746,947.947680669102,4916.096443296406,28048.79590905477,15676.86405448447,0.018866403055218712,0.09784195778831474,0.5582374424507048,0.312006708729969,37.73280611043742,195.6839155766295,1116.4748849014097,624.013417459938
1998,45 to 54 Years,54573.6158861885,27.28680794309425,0.9775934445920469,1955.186889184094,53350.80913802227,2086.796935784369,5576.368935848738,28397.916553581184,17289.726712807977,0.03823820177384464,0.10218067550220741,0.5203598129323905,0.31681475438360435,76.47640354768929,204.36135100441481,1040.7196258647812,633.6295087672087
1998,55 to 64 Years,42611.12702078522,21.30556351039261,1.1005555962775986,2201.1111925551972,46895.914306420775,1217.5715538559539,5545.793113289994,24954.737286929132,15177.81235234569,0.02857402840488205,0.1301489423310681,0.5856389875526291,0.3561936379890193,57.1480568097641,260.2978846621362,1171.2779751052583,712.3872759780386
1998,65 Years and Older,24855.866203849797,12.427933101924898,1.4813585211260158,2962.717042252031,36820.449201041054,281.43221799795487,6444.887571233597,20497.445671890826,9596.683739918673,0.011322567304227172,0.2592904032543988,0.8246522371735362,0.3860933133938536,22.64513460845434,518.5808065087975,1649.3044743470723,772.1866267877073
1999,25 to 34 Years,43277.07591120855,21.638537955604274,0.9561647684704077,1912.3295369408154,41380.01526871698,953.916210703695,3200.776439277554,24365.709677721876,12859.612941013856,0.022042067090226755,0.0739600902298616,0.5630165431627805,0.29714606798753884,44.08413418045351,147.92018045972318,1126.033086325561,594.2921359750777
1999,35 to 44 Years,50561.70162620787,25.280850813103935,0.9819976151555069,1963.9952303110135,49651.470415140444,972.079636436417,4978.148767911678,28050.122714281108,15651.11929651124,0.01922561158290912,0.09845690725984847,0.5547701483951197,0.30954494791762954,38.45122316581824,196.91381451969696,1109.5402967902394,619.0898958352591
1999,45 to 54 Years,55986.29795575469,27.993148977877347,0.9546491044405948,1909.2982088811896,53447.26920440552,2139.920639103282,5646.755401894101,28399.259873423598,17261.33328998454,0.0382222207439834,0.1008595961525562,0.5072537551217835,0.3083135324222717,76.4444414879668,201.7191923051124,1014.507510243567,616.6270648445434
1999,55 to 64 Years,43420.454746136864,21.71022737306843,1.0818211401296565,2163.6422802593133,46973.16585841394,1248.5673392567405,5615.793642873638,24955.91773246275,15152.887143820812,0.02875528012216008,0.129335210229996,0.5747502617918364,0.34898038798566405,57.51056024432015,258.670420459992,1149.500523583673,697.9607759713281
1999,65 Years and Older,25610.397067806964,12.805198533903482,1.4405935403055903,2881.1870806111806,36894.17258054394,288.5966533088048,6526.236718934809,20498.415272088005,9580.923936212324,0.011268730138962953,0.25482762729744957,0.8003942780666656,0.3741029048025121,22.537460277925906,509.65525459489913,1600.7885561333312,748.2058096050242
2000,25 to 34 Years,44074.9324137931,22.037466206896553,0.9480897783501276,1896.1795567002553,41786.99290298996,969.4343976714177,3222.479962283919,24388.29029384499,13206.788249189627,0.021995142013378027,0.07311366769732028,0.5533369867678517,0.2996439818715776,43.99028402675605,146.22733539464056,1106.6739735357035,599.2879637431552
2000,35 to 44 Years,51477.305785123965,25.738652892561984,0.9742074167590143,1948.4148335180287,50149.57309063948,987.8933036919595,5011.904129575695,28076.117814017383,16073.657843354444,0.019190850970631865,0.09736143050097325,0.5454076779234023,0.31224745736400694,38.38170194126373,194.72286100194648,1090.8153558468046,624.4949147280139
2000,45 to 54 Years,55415.116594360086,27.707558297180043,0.9746925056031487,1949.3850112062976,54012.69884164746,2174.732594494203,5685.044388363892,28425.578531647156,17727.34332714221,0.03924439265215835,0.10259013673071458,0.5129571185372221,0.31990085768305365,78.4887853043167,205.18027346142918,1025.9142370744444,639.8017153661073
2000,55 to 64 Years,43465.29386343993,21.732646931719966,1.0919924244546217,2183.9848489092433,47463.77162557036,1268.8788731157624,5653.8726867679425,24979.045316504846,15561.97474918181,0.029192920611611408,0.1300778663669314,0.5746894383133466,0.35803219916273227,58.38584122322282,260.15573273386275,1149.3788766266932,716.0643983254645
2000,65 Years and Older,24915.916007303716,12.457958003651859,1.4938554134723572,2987.7108269447144,37220.77600913322,293.2915067708309,6570.489209373146,20517.411921580813,9839.583371408426,0.011771251222907357,0.26370650821936903,0.823466089529538,0.3949115645005427,23.542502445814716,527.413016438738,1646.9321790590761,789.8231290010855
2001,25 to 34 Years,43704.27855153204,21.85213927576602,0.9577590507693813,1915.5181015387625,41858.16834007596,992.651528863959,3278.640846480053,24667.86905157267,12919.006913159275,0.022712914198858496,0.0750187614380634,0.564426867783359,0.2956005073491003,45.42582839771699,150.0375228761268,1128.8537355667181,591.2010146982007
2001,35 to 44 Years,51005.00239120038,25.502501195600193,0.9848481471508816,1969.6962943017634,50232.18210039999,1011.5525100200429,5099.2508224078,28397.972525671357,15723.406242300785,0.019832417657028884,0.09997550403580702,0.556768379459398,0.30827184599864776,39.66483531405777,199.95100807161404,1113.536758918796,616.5436919972956
2001,45 to 54 Years,54567.70811099253,27.283854055496263,0.991491790877457,1982.983581754914,54103.43463904632,2226.8155947223227,5784.122465894744,28751.439337706783,17341.057240722464,0.04080830351520181,0.10599899952055247,0.5268947575959284,0.3177897302457743,81.61660703040361,211.99799904110495,1053.7895151918567,635.5794604915486
2001,55 to 64 Years,44450.41871921183,22.225209359605916,1.0695049796622806,2139.0099593245614,47539.94416827051,1299.2674453959858,5752.407508686963,25265.396281442077,15222.872932745482,0.02922958844557367,0.12941177326189565,0.5683950120029391,0.34246860595187223,58.45917689114734,258.8235465237913,1136.7900240058782,684.9372119037445
2001,65 Years and Older,24850.112427833486,12.425056213916744,1.5035386856832442,3007.0773713664885,37363.10537882562,300.3155894799989,6684.998682796845,20752.616294979238,9625.174811569534,0.012085079709483687,0.26901281441726116,0.8351115656014164,0.387329225955083,24.170159418967376,538.0256288345223,1670.2231312028327,774.658451910166
2002,25 to 34 Years,43486.32075471698,21.74316037735849,0.9621885597608083,1924.3771195216166,41842.04033627768,1037.298985464515,3379.373856197965,24818.54542945241,12606.822065162787,0.023853454775246734,0.07771119279690736,0.5707207461730441,0.28990316601561006,47.70690955049347,155.4223855938147,1141.4414923460884,579.8063320312201
2002,35 to 44 Years,49876.8917289607,24.93844586448035,1.0070366355189395,2014.073271037879,50227.857236875,1057.050094496632,5255.920279874953,28571.4331367339,15343.45372576952,0.02119318301230192,0.1053778633287033,0.5728390873271696,0.30762650185076473,42.386366024603845,210.7557266574066,1145.6781746543393,615.2530037015295
2002,45 to 54 Years,54568.85444035733,27.284427220178667,0.992102203573027,1984.204407146054,54137.880736734274,2326.9732530060805,5961.833929836305,28927.05899618549,16922.0145577064,0.04264288259064364,0.1092534192073332,0.5301020021925178,0.3101038995825324,85.28576518128727,218.5068384146664,1060.2040043850357,620.2077991650649
2002,55 to 64 Years,45680.957943925234,22.840478971962618,1.0411688093817637,2082.337618763527,47561.58859389506,1357.7058653188574,5929.144561815567,25419.72247757296,14855.015689187676,0.02972148410253311,0.12979466343708843,0.5564621151066149,0.3251905467355273,59.44296820506622,259.58932687417683,1112.9242302132297,650.3810934710546
2002,65 Years and Older,24517.173717371737,12.258586858685868,1.528568278831389,3057.136557662778,37476.17403097308,313.82317684363676,6890.388680911877,20879.37751007723,9392.584663140342,0.012800136771934529,0.281043351910896,0.8516225300179305,0.3831022601306279,25.600273543869058,562.0867038217921,1703.2450600358611,766.2045202612559
2003,25 to 34 Years,42803.90625,21.401953125,0.9835842656734636,1967.168531346927,42101.24869686203,1082.7547914872926,3435.594945806465,24872.291765418893,12710.607194149376,0.025295700470965604,0.08026358449017641,0.581075278974542,0.2969497017377795,50.591400941931205,160.52716898035283,1162.150557949084,593.899403475559
2003,35 to 44 Years,50930.11767590096,25.46505883795048,0.9925326901898165,1985.0653803796329,50549.806708545904,1103.3714200981224,5343.360609830761,28633.306619560513,15469.768059056509,0.02166441921692661,0.10491553630081488,0.562207745165081,0.303744989506994,43.32883843385322,209.83107260162976,1124.415490330162,607.4899790139881
2003,45 to 54 Years,55005.64566115703,27.502822830578516,0.9915525722046842,1983.1051444093682,54540.98944109968,2428.9442818907455,6061.018220732556,28989.702612256813,17061.324326219565,0.044158090550439205,0.11018902056107714,0.5270314031188307,0.3101740579743371,88.31618110087841,220.3780411221543,1054.0628062376613,620.3481159486743
2003,55 to 64 Years,47773.94419306184,23.886972096530922,1.0025771961786227,2005.1543923572456,47897.067019473936,1417.2023222852008,6027.785014720834,25474.77070545311,14977.308977014789,0.02966475442257957,0.12617306602028983,0.5332356608971964,0.3135037148385569,59.32950884515914,252.34613204057965,1066.471321794393,627.0074296771138
2003,65 Years and Older,25095.4351687389,12.54771758436945,1.5033450503184556,3006.690100636911,37727.09824651133,327.5753212609651,7005.020910416894,20924.593296055402,9469.908718778062,0.013053183539491755,0.2791352635774561,0.833800775135429,0.37735582806607876,26.10636707898351,558.2705271549122,1667.601550270858,754.7116561321575
2004,25 to 34 Years,42202.61392228124,21.101306961140622,1.0018737497974788,2003.7474995949574,42281.69106157119,1130.0495541038265,3493.71148922794,24847.645272387763,12810.284745851659,0.026776766865315108,0.08278424402009385,0.5887702908200487,0.3035424480920211,53.553533730630214,165.5684880401877,1177.5405816400973,607.0848961840421
2004,35 to 44 Years,51514.47583643123,25.757237918215615,0.9857681988866874,1971.5363977733748,50781.33206187059,1151.5667176869035,5433.748927952161,28604.93325538832,15591.083160843204,0.02235423536761508,0.10548003914871232,0.5552795168918094,0.30265440747855055,44.708470735230165,210.96007829742464,1110.5590337836188,605.308814957101
2004,45 to 54 Years,53800.761614623,26.9003808073115,1.019589352584537,2039.1787051690737,54854.683703208466,2535.0406428803044,6163.546439035331,28960.976087570376,17195.120533722456,0.0471190475153289,0.11456243841276932,0.5383004853168994,0.3196073813395392,94.2380950306578,229.12487682553865,1076.6009706337989,639.2147626790784
2004,55 to 64 Years,47166.99421965318,23.583497109826588,1.020907670713445,2041.8153414268902,48153.14620334065,1479.1057633404102,6129.751059923845,25449.527202981233,15094.762177095163,0.03135891501697829,0.12995848392157555,0.5395622007301267,0.3200280710447645,62.717830033956574,259.9169678431511,1079.1244014602535,640.056142089529
2004,65 Years and Older,25265.798712697484,12.632899356348743,1.50058319013512,3001.1663802702406,37913.432833611405,341.8838213755582,7123.517883526459,20903.858663006125,9544.17246570326,0.01353148678429637,0.2819431107058765,0.8273579197201774,0.3777506729247699,27.06297356859274,563.886221411753,1654.7158394403548,755.5013458495398
2005,25 to 34 Years,41727.474972191325,20.863737486095662,1.0238310983463668,2047.6621966927337,42721.886531999175,1163.4089513225213,3522.5313714241042,24821.690582716736,13214.255626535816,0.02788112513632465,0.08441755399222321,0.5948524467214658,0.3166799724963532,55.7622502726493,168.83510798444644,1189.7048934429315,633.3599449927065
2005,35 to 44 Years,51222.79661016949,25.611398305084744,1.0019354097935171,2003.870819587034,51321.933712380145,1185.5613079414973,5478.572321203136,28575.05387818516,16082.746205050347,0.023145188986150016,0.10695574400003476,0.5578581367912276,0.31397634001610464,46.290377972300035,213.9114880000695,1115.7162735824552,627.9526800322093
2005,45 to 54 Years,53840.509109059145,26.920254554529574,1.0306803969025864,2061.3607938051728,55492.35729796239,2609.875792776403,6214.389985456171,28930.724804654717,17737.366715075103,0.048474203456914715,0.11542219953508101,0.5373412191562443,0.3294427747543463,96.94840691382943,230.844399070162,1074.6824383124886,658.8855495086926
2005,55 to 64 Years,48012.69906928646,24.006349534643228,1.0142483922726762,2028.496784545352,48696.8028396956,1522.7694031414665,6180.315825784879,25422.94381555813,15570.773795211122,0.031715971662913164,0.12872252436519246,0.5295045750056799,0.3243053212388905,63.43194332582633,257.44504873038494,1059.00915001136,648.610642477781
2005,65 Years and Older,25301.226031377108,12.650613015688554,1.5122360838916924,3024.4721677833845,38261.42697134826,351.9763329459532,7182.280304767736,20882.0234686214,9845.14686501317,0.013911433877135148,0.2838708407197616,0.8253364260974836,0.38911738319731193,27.8228677542703,567.7416814395232,1650.6728521949672,778.2347663946239
2006,25 to 34 Years,42275.98066298343,21.137990331491714,1.0173660323291245,2034.7320646582489,43010.146709922235,1196.614830286221,3549.4758341705838,24961.20473616804,13302.851309297392,0.0283048390958786,0.08395963330729976,0.5904346710524425,0.3146668888735036,56.6096781917572,167.9192666145995,1180.869342104885,629.3337777470072
2006,35 to 44 Years,51783.51023502654,25.89175511751327,0.9977329913518305,1995.465982703661,51666.116569491154,1219.399456814943,5520.478885615897,28735.664390928254,16190.573836132062,0.02354802622071258,0.10660688818815968,0.5549192061431818,0.31265887079977644,47.09605244142516,213.21377637631934,1109.8384122863636,625.3177415995528
2006,45 to 54 Years,54900.10598964752,27.45005299482376,1.0181385400793708,2036.2770801587415,55895.91376250244,2684.366555106113,6261.924948753752,29093.334420885476,17856.2878377571,0.04889547126944167,0.11406034352528498,0.5299322086258192,0.3252505166588248,97.79094253888334,228.12068705056996,1059.8644172516385,650.5010333176497
2006,55 to 64 Years,48871.207471647765,24.435603735823882,1.0033480054518082,2006.6960109036168,49034.828540699295,1566.2321050854907,6227.590149834978,25565.837405857634,15675.168879921197,0.03204815649365995,0.12742861230608765,0.5231267801330558,0.32074445651900496,64.09631298731989,254.85722461217532,1046.2535602661117,641.48891303801
2006,65 Years and Older,26659.52326249282,13.329761631246411,1.4445040574473396,2889.008114894679,38509.78952228261,362.0223992896959,7237.21883155461,20999.394113335,9911.154178103307,0.013579477612003055,0.2714684265092101,0.7876882833414717,0.3717678699846546,27.15895522400611,542.9368530184202,1575.3765666829433,743.5357399693092
2007,25 to 34 Years,42949.37672366244,21.47468836183122,1.0029738761306095,2005.9477522612192,43077.1028499255,1227.9202199183767,3603.0778624085037,25031.96986401844,13214.134903580176,0.02858994270903747,0.08389127240636839,0.5828249854491457,0.30766767556605795,57.179885418074946,167.78254481273677,1165.6499708982915,615.3353511321159
2007,35 to 44 Years,53262.02157718983,26.631010788594914,0.9717031874982598,1943.4063749965194,51754.87613915645,1251.300929324439,5603.845804828285,28817.130128899775,16082.599276103947,0.023493305215818647,0.10521278837880622,0.5410446182020454,0.3019524757015895,46.986610431637295,210.42557675761245,1082.0892364040908,603.904951403179
2007,45 to 54 Years,54848.06451612903,27.424032258064514,1.0214417227677355,2042.8834455354709,56024.10150983073,2754.5939489142147,6356.48873608695,29175.81415500284,17737.204669826726,0.050222263505837625,0.11589267173170191,0.5319388097354499,0.32338797779474593,100.44452701167525,231.78534346340382,1063.8776194708998,646.7759555894919
2007,55 to 64 Years,48938.48329048843,24.469241645244217,1.0040726158069095,2008.1452316138189,49137.79093110345,1607.2072836167188,6321.6354338884885,25638.31667004982,15570.631543548427,0.03284137912645715,0.1291751400705372,0.5238886648338941,0.3181674317760211,65.6827582529143,258.3502801410744,1047.777329667788,636.3348635520422
2007,65 Years and Older,26842.11327134404,13.42105663567202,1.4388579777624075,2877.715955524815,38621.98882047556,371.49349389632135,7346.510914751351,21058.927490225975,9845.056921601916,0.01383994956510814,0.27369346222803925,0.7845480449822836,0.36677652098697644,27.67989913021628,547.3869244560785,1569.0960899645672,733.5530419739529
